# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
 1928       3.211912451695e-11       1.523574120107e-12      -1.695210167568e-12       8.993191829513e-15      -5.810792574317e-14       8.285979987262e-14       3.976162035319e-16       1.112995124800e-16      -1.619279502484e-17 
 1929       3.207154920401e-11       1.522424100055e-12      -1.714672914594e-12       8.993179264499e-15      -5.819114965095e-14       8.416322924096e-14       3.967244585193e-16       1.115866306070e-16      -1.615225837839e-17 
 1930       3.202542623720e-11       1.521146963516e-12      -1.734042464678e-12       8.993036019792e-15      -5.826926009289e-14       8.547267936738e-14       3.958350580965e-16       1.118651447637e-16      -1.611070152617e-17 
 1931       3.198074170692e-11       1.519743019812e-12      -1.753309895577e-12       8.992758577059e-15      -5.834221820951e-14       8.678753104058e-14       3.949479948566e-16       1.121347806656e-16      -1.606815862936e-17 
 1932       3.193748163101e-11       1.518212580745e-12      -1.772466249232e-12       8.992343404577e-15      -5.840998503034e-14       8.810716244245e-14       3.940632613240e-16       1.123952629777e-16      -1.602466399982e-17 
 1933       3.189563195463e-11       1.516555960601e-12      -1.791502531717e-12       8.991786957215e-15      -5.847252147379e-14       8.943094914466e-14       3.931808499541e-16       1.126463153134e-16      -1.598025210033e-17 
 1934       3.185517855019e-11       1.514773476156e-12      -1.810409713198e-12       8.991085676416e-15      -5.852978834704e-14       9.075826410531e-14       3.923007531337e-16       1.128876602333e-16      -1.593495754475e-17 
 1935       3.181610721721e-11       1.512865446675e-12      -1.829178727882e-12       8.990235990178e-15      -5.858174634591e-14       9.208847766549e-14       3.914229631804e-16       1.131190192432e-16      -1.588881509826e-17 
 1936       3.177840368224e-11       1.510832193922e-12      -1.847800473977e-12       8.989234313043e-15      -5.862835605475e-14       9.342095754594e-14       3.905474723428e-16       1.133401127937e-16      -1.584185967751e-17 
 1937       3.174205359877e-11       1.508674042159e-12      -1.866265813642e-12       8.988077046076e-15      -5.866957794630e-14       9.475506884362e-14       3.896742728002e-16       1.135506602783e-16      -1.579412635087e-17 
 1938       3.170704254710e-11       1.506391318151e-12      -1.884565572941e-12       8.986760576848e-15      -5.870537238159e-14       9.609017402837e-14       3.888033566625e-16       1.137503800321e-16      -1.574565033858e-17 
 1939       3.167335603427e-11       1.503984351169e-12      -1.902690541801e-12       8.985281279421e-15      -5.873569960981e-14       9.742563293947e-14       3.879347159703e-16       1.139389893306e-16      -1.569646701299e-17 
 1940       3.164097949396e-11       1.501453472997e-12      -1.920631473962e-12       8.983635514331e-15      -5.876051976817e-14       9.876080278230e-14       3.870683426945e-16       1.141162043886e-16      -1.564661189874e-17 
 1941       3.160989828633e-11       1.498799017933e-12      -1.938379086935e-12       8.981819628568e-15      -5.877979288180e-14       1.000950381249e-13       3.862042287365e-16       1.142817403584e-16      -1.559612067294e-17 
 1942       3.158009769802e-11       1.496021322789e-12      -1.955924061951e-12       8.979829955565e-15      -5.879347886361e-14       1.014276908947e-13       3.853423659276e-16       1.144353113287e-16      -1.554502916542e-17 
 1943       3.155156294195e-11       1.493120726905e-12      -1.973257043922e-12       8.977662815176e-15      -5.880153751421e-14       1.027581103749e-13       3.844827460297e-16       1.145766303236e-16      -1.549337335887e-17 
 1944       3.152427915729e-11       1.490097572141e-12      -1.990368641388e-12       8.975314513659e-15      -5.880392852172e-14       1.040856432014e-13       3.836253607343e-16       1.147054093006e-16      -1.544118938908e-17 
 1945       3.149823140933e-11       1.486952202890e-12      -2.007249426479e-12       8.972781343666e-15      -5.880061146171e-14       1.054096333591e-13       3.827702016629e-16       1.148213591500e-16      -1.538851354513e-17 
 1946       3.147340468937e-11       1.483684966077e-12      -2.023889934861e-12       8.970059584217e-15      -5.879154579703e-14       1.067294221787e-13       3.819172603669e-16       1.149241896930e-16      -1.533538226956e-17 
 1947       3.144978391464e-11       1.480296211161e-12      -2.040280665696e-12       8.967145500688e-15      -5.877669087774e-14       1.080443483333e-13       3.810665283274e-16       1.150136096808e-16      -1.528183215862e-17 
 1948       3.142735233916e-11       1.476786527268e-12      -2.056413088465e-12       8.964035936050e-15      -5.875602010347e-14       1.093537880393e-13       3.802179975276e-16       1.150894470408e-16      -1.522789308813e-17 
 1949       3.140608677341e-11       1.473157456506e-12      -2.072282671799e-12       8.960730089464e-15      -5.872956352722e-14       1.106572759964e-13       3.793716621768e-16       1.151520106075e-16      -1.517356753435e-17 
 1950       3.138596232855e-11       1.469410786014e-12      -2.087885877314e-12       8.957227751013e-15      -5.869736557146e-14       1.119543853493e-13       3.785275169991e-16       1.152017311069e-16      -1.511885109813e-17 
 1951       3.136695400204e-11       1.465548311336e-12      -2.103219154791e-12       8.953528711665e-15      -5.865947089492e-14       1.132446875644e-13       3.776855566622e-16       1.152390411578e-16      -1.506373936515e-17 
 1952       3.134903667747e-11       1.461571836430e-12      -2.118278942161e-12       8.949632763271e-15      -5.861592439299e-14       1.145277524268e-13       3.768457757769e-16       1.152643752743e-16      -1.500822790580e-17 
 1953       3.133218512442e-11       1.457483173684e-12      -2.133061665495e-12       8.945539698571e-15      -5.856677119796e-14       1.158031480389e-13       3.760081688973e-16       1.152781698683e-16      -1.495231227527e-17 
 1954       3.131637399833e-11       1.453284143923e-12      -2.147563738987e-12       8.941249311190e-15      -5.851205667942e-14       1.170704408179e-13       3.751727305206e-16       1.152808632522e-16      -1.489598801346e-17 
 1955       3.130157784030e-11       1.448976576423e-12      -2.161781564938e-12       8.936761395646e-15      -5.845182644455e-14       1.183291954937e-13       3.743394550872e-16       1.152728956408e-16      -1.483925064499e-17 
 1956       3.128777107702e-11       1.444562308920e-12      -2.175711533747e-12       8.932075747350e-15      -5.838612633845e-14       1.195789751071e-13       3.735083369801e-16       1.152547091544e-16      -1.478209567915e-17 
 1957       3.127492802052e-11       1.440043187621e-12      -2.189350023894e-12       8.927192162605e-15      -5.831500244446e-14       1.208193410073e-13       3.726793705253e-16       1.152267478210e-16      -1.472451860993e-17 
 1958       3.126302286809e-11       1.435421067220e-12      -2.202693401927e-12       8.922110438611e-15      -5.823850108450e-14       1.220498528499e-13       3.718525499916e-16       1.151894575786e-16      -1.466651491598e-17 
 1959       3.125202970212e-11       1.430697810901e-12      -2.215738022447e-12       8.916830373466e-15      -5.815666881940e-14       1.232700685950e-13       3.710278695905e-16       1.151432862780e-16      -1.460808006058e-17 
 1960       3.124192248991e-11       1.425875290357e-12      -2.228480228095e-12       8.911351766168e-15      -5.806955244920e-14       1.244795445047e-13       3.702053234758e-16       1.150886836852e-16      -1.454920949162e-17 
 1961       3.123267508356e-11       1.420955385798e-12      -2.240916349536e-12       8.905674416614e-15      -5.797719901348e-14       1.256778351413e-13       3.693849057441e-16       1.150261014838e-16      -1.448989864161e-17 
 1962       3.122426121982e-11       1.415939985961e-12      -2.253042705450e-12       8.899798125609e-15      -5.787965579173e-14       1.268644933650e-13       3.685666104342e-16       1.149559932775e-16      -1.443014292763e-17 
 1963       3.121665451990e-11       1.410830988122e-12      -2.264855602511e-12       8.893722694858e-15      -5.777697030360e-14       1.280390703320e-13       3.677504315272e-16       1.148788145925e-16      -1.436993775133e-17 
 1964       3.120982848936e-11       1.405630298110e-12      -2.276351335380e-12       8.887447926977e-15      -5.766919030929e-14       1.292011154921e-13       3.669363629464e-16       1.147950228802e-16      -1.430927849891e-17 
 1965       3.120375651793e-11       1.400339830313e-12      -2.287526186685e-12       8.880973625489e-15      -5.755636380987e-14       1.303501765868e-13       3.661243985573e-16       1.147050775194e-16      -1.424816054110e-17 
 1966       3.119841187939e-11       1.394961507694e-12      -2.298376427012e-12       8.874299594827e-15      -5.743853904754e-14       1.314857996469e-13       3.653145321673e-16       1.146094398192e-16      -1.418657923312e-17 
 1967       3.119376773139e-11       1.389497261800e-12      -2.308898314886e-12       8.867425640340e-15      -5.731576450605e-14       1.326075289910e-13       3.645067575259e-16       1.145085730209e-16      -1.412452991470e-17 
 1968       3.118979711530e-11       1.383949032774e-12      -2.319088096764e-12       8.860351568287e-15      -5.718808891096e-14       1.337149072226e-13       3.637010683243e-16       1.144029423009e-16      -1.406200791003e-17 
 1969       3.118647295610e-11       1.378318769365e-12      -2.328942007012e-12       8.853077185845e-15      -5.705556122997e-14       1.348074752284e-13       3.628974581954e-16       1.142930147731e-16      -1.399900852778e-17 
 1970       3.118376806217e-11       1.372608428939e-12      -2.338456267899e-12       8.845602301111e-15      -5.691823067330e-14       1.358847721763e-13       3.620959207139e-16       1.141792594914e-16      -1.393552706102e-17 
 1971       3.118165512518e-11       1.366819977493e-12      -2.347627089580e-12       8.837926723099e-15      -5.677614669394e-14       1.369463355130e-13       3.612964493961e-16       1.140621474520e-16      -1.387155878726e-17 
 1972       3.118010671994e-11       1.360955389664e-12      -2.356450670079e-12       8.830050261747e-15      -5.662935898804e-14       1.379917009621e-13       3.604990376995e-16       1.139421515959e-16      -1.380709896840e-17 
 1973       3.117909530420e-11       1.355016648740e-12      -2.364923195281e-12       8.821972727915e-15      -5.647791749517e-14       1.390204025217e-13       3.597036790233e-16       1.138197468119e-16      -1.374214285072e-17 
 1974       3.117859321859e-11       1.349005746671e-12      -2.373040838913e-12       8.813693933390e-15      -5.632187239872e-14       1.400319724626e-13       3.589103667077e-16       1.136954099381e-16      -1.367668566486e-17 
 1975       3.117857268636e-11       1.342924684084e-12      -2.380799762532e-12       8.805213690884e-15      -5.616127412619e-14       1.410259413261e-13       3.581190940345e-16       1.135696197653e-16      -1.361072262582e-17 
 1976       3.117900581331e-11       1.336775470289e-12      -2.388196115513e-12       8.796531814040e-15      -5.599617334947e-14       1.420018379217e-13       3.573298542262e-16       1.134428570392e-16      -1.354424893289e-17 
 1977       3.117986458763e-11       1.330560123291e-12      -2.395226035030e-12       8.787648117432e-15      -5.582662098527e-14       1.429591893253e-13       3.565426404466e-16       1.133156044624e-16      -1.347725976971e-17 
 1978       3.118112087971e-11       1.324280669807e-12      -2.401885646047e-12       8.778562416566e-15      -5.565266819534e-14       1.438975208767e-13       3.557574458002e-16       1.131883466976e-16      -1.340975030417e-17 
 1979       3.118274644201e-11       1.317939145268e-12      -2.408171061302e-12       8.769274527883e-15      -5.547436638687e-14       1.448163561778e-13       3.549742633325e-16       1.130615703697e-16      -1.334171568845e-17 
 1980       3.118471290891e-11       1.311537593840e-12      -2.414078381291e-12       8.759784268761e-15      -5.529176721276e-14       1.457152170903e-13       3.541930860298e-16       1.129357640683e-16      -1.327315105897e-17 
 1981       3.118699179659e-11       1.305078068426e-12      -2.419603694259e-12       8.750091457516e-15      -5.510492257201e-14       1.465936237337e-13       3.534139068189e-16       1.128114183502e-16      -1.320405153638e-17 
 1982       3.118955450281e-11       1.298562630684e-12      -2.424743076180e-12       8.740195913403e-15      -5.491388460997e-14       1.474510944832e-13       3.526367185673e-16       1.126890257418e-16      -1.313441222557e-17 
